Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
NO,Model 3,7,18205502,Sensor - Pressure and Temperature - High Pressure (Non-Heat Pump) (Remove and Replace),Remove and Replace,1.44,1.44
NO,Model 3,7,18205602,Sensor - Pressure and Temperature - Low Pressure (Non-Heat Pump) (Remove and Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,18206202,Chiller and EXV Assembly (Non-Heat Pump) (Remove & Replace),Remove and Replace,1.74,1.74
YES,Model 3,7,18300900,Thermal System Test,Test/Adjust,0.1,0.1
YES,Model 3,7,18301000,Clean Radiator (Heat Pump),Maintenance,0.9,0.9
NO,Model 3,7,18301002,Radiator (Non-Heat Pump) (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model 3,7,18301012,5-Way Valve (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,18301022,Radiator (Heat Pump) (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model 3,7,18301100,Clean Radiator (Non-Heat Pump),Maintenance,1.14,1.14
NO,Model 3,7,18301200,Remove and Clean Radiator (Heat Pump),Maintenance,1.32,1.32
NO,Model 3,7,18301202,HOSE - CHILLER TO CAR COMPUTER AND HV BATTERY SUPPLY MANIFOLD (DUAL MOTOR) (REMOVE AND REPLACE),Remove and Replace,3.0,3.0
NO,Model 3,7,18301212,Hose - Chiller To Car Computer and HV Battery Supply Manifold (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,18301300,Remove and Clean Radiator (Non-Heat Pump),Maintenance,1.62,1.62
NO,Model 3,7,18301502,Superbottle (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,18301512,Superbottle (Dual Motor) (Remove & Replace),Remove and Replace,2.76,2.76
NO,Model 3,7,18302412,Hose - Chiller to HV Battery (Heat Pump) (Dual Motor) (Remove & Replace),Remove and Replace,2.16,2.16
NO,Model 3,7,18302422,Hose - HV Battery Return to Reservoir (Remove & Replace),Remove and Replace,1.62,1.62
NO,Model 3,7,18302502,Hose - Outlet - Rear Drive Unit (3DU) (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model 3,7,18302532,Hose - Outlet - Rear Drive Unit (4DU) (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,18302702,Hose - Outlet - Radiator (Non-Heat Pump) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,18302712,Hose - Outlet - Radiator (Heat Pump) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,18303702,Hose - Return - HV Battery (Remove & Replace),Remove and Replace,3.48,3.48
NO,Model 3,7,18306302,Actuator - 5-Way Valve (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,18306312,Actuator - 5-Way Valve (Dual Motor) (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,18308502,Coolant Pump - HV Battery (RWD) (Remove and Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,18308512,Coolant Pump - HV Battery (Remove and Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,18308522,Coolant Pump - HV Battery (Heat Pump) (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,18400102,Supermanifold (Remove & Replace),Remove and Replace,1.62,1.62
NO,Model 3,7,18400202,Octovalve (Heat Pump) (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,18400302,Sensor - Pressure and Temperature (PT) - High Pressure (Heat Pump) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,18400402,Sensor - Pressure and Temperature (PT) - Low Pressure (Heat Pump) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,18400502,Sensor - Subcool - Pressure and Temperature (PT) - High Pressure (Heat Pump) (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,18400602,Valve Body - Octovalve (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,18400702,Actuator - Octovalve (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,18401202,Coil - Recirculation Expansion Valve (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model 3,7,18401302,Valve Body - EXV - Supermanifold (Heat Pump) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,18401602,Chller (Heat Pump) (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,7,18401702,Coolant Bottle (Heat Pump) (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,7,18402902,Service Kit - Check Valves - Supermanifold,Remove and Replace,1.2,1.2
NO,Model 3,7,18500602,Active Grille Shutter (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,18500612,Active Grille Shutter (Heat Pump) (Remove & Replace),Remove and Replace,0.72,0.72
YES,Model 3,7,19010100825,Remove Vehicle Label (No Anti-Tamper Residue),Removal,0.06,0.06
YES,Model 3,7,19010100902,Vehicle Emission Control Label,Remove and Replace,0.06,0.06
YES,Model 3,7,19010100925,Remove Vehicle Label and Anti-Tamper Residue,Removal,0.12,0.12
YES,Model 3,7,19010101002,Battery Chemistry Label,Remove and Replace,0.06,0.06
YES,Model 3,7,19010101102,Monroney Label,Remove and Replace,0.06,0.06
YES,Model 3,7,19010202,Labels - Any (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,19010303,Labels - Battery Enclosure - Any,Module Reset/Reflashed,0.24,0.24
NO,Model 3,7,190135740002,"Correct CE label already present, no further action required.",Test/Adjust,0.1,0.1
NO,Model 3,7,20010102,Airbag - Driver (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,20010202,Knee Airbag - Driver (NA) (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,20013102,Harness - Airbag - Driver (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,20050032,Height Adjuster - Seat Belt - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,20050042,Height Adjuster - Seat Belt - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,20050302,Retractor - Seatbelt -1st Row - RH (Remove and Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,20051002,Height Adjuster - Seat Belt (Remove & Replace),Test/Adjust,0.12,0.12
NO,Model 3,7,20054102,Retractor - Seatbelt -1st Row - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,20054202,Retractor - Seatbelt  - 1st Row - RH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,20054702,Buckle - 1st Row - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,20054802,Buckle - 1st Row - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,20056102,Seatbelt - 2nd Row - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,20056202,Seatbelt - 2nd Row - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,20056302,Seatbelt - 2nd Row - Center (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,20057002,Buckle - 2nd Row - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,20057102,Buckle - 2nd Row - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,20057202,Buckle - 2nd Row - Center (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,20101002,Pretensioner - Outboard Lap - 1st Row - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,20101102,Pretensioner - Outboard Lap - 1st Row - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,20200502,Sensor - Airbag - B-Pillar - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,20200602,Sensor - Airbag - B-Pillar - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,20200702,Sensor - Airbag - C-Pillar - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,20200802,Sensor - Airbag - C-Pillar - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,20202102,Sensor - Resistive Occupancy - Driver's Seat (Remove & Replace),Remove and Replace,0.78,0.78
YES,Model 3,7,21051000,Update Display Avatar,Test/Adjust,0.12,0.12
NO,Model 3,7,21051202,Touchscreen (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,21151007,Car Computer (Dispose),Modify,0.18,0.18
NO,Model 3,7,21152002,SIM Card - Car Computer (HW2.5) (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21152102,SIM Card - Car Computer (HW3) (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21152202,SIM Card - Car Computer (eCall) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,21152402,SD Card - Car Computer (HW2.5) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,21152502,SD Card - Car Computer (HW3) (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21152702,Connectivity Board - Car Computer (eCall) (HW3) (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model 3,7,21152802,Connectivity Board - Car Computer (HW2.5) (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,21152901,Connectivity Board - Car Computer (HW3),Remove and Install,1.02,1.02
NO,Model 3,7,21152902,Connectivity Board - Car Computer (HW3),Remove and Replace,1.02,1.02
NO,Model 3,7,21153102,Replace Car Computer (HW2.5) (LHD),Remove and Replace,0.96,0.96
NO,Model 3,7,21153112,Replace Car Computer (HW2.5) (RHD),Remove and Replace,1.38,1.38
NO,Model 3,7,21153202,Replace Car Computer (HW3) (LHD),Remove and Replace,1.68,1.68
NO,Model 3,7,21153206,Car Computer - HW2.5 to HW3 (Retrofit),Retrofit,1.32,1.32
NO,Model 3,7,21153212,Replace Car Computer (HW3) (RHD),Remove and Replace,1.86,1.86
NO,Model 3,7,21211002,Speaker - Rear Door - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21211102,Speaker - Rear Door - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21211502,Speaker - Dash - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,21211602,Speaker - Dash - Center  (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21211702,Speaker - Dash - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21211802,Tweeter - Dash (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21212002,Subwoofer (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,21213802,Speaker - Parcel Shelf - LH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,21213902,Speaker - Parcel Shelf - RH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,21214002,Speaker - Emergency (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,21214302,Chime - Power Trunk (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,21220102,Tuner - FM / HD / DAB (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,21250102,Microphone - Bluetooth (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,21260502,USB Hub - Center Console (2.0) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,21260602,USB Hub - Center Console - Rear (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,21261002,USB Cable - Center Console (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,21300102,Antenna - AM/FM/RKE (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,21300402,Noise Filter - Ground (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,21300502,Noise Filter - 12V (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,21300702,Antenna Amplifier - FM2 (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,21300802,Antenna Amplifier - FM2/Satellite/DAB (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,21320102,Antenna - GPS  (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,21330102,Antenna - Wi-Fi (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,21331102,Antenna - MIMO - LH (Remove and Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,21341002,Antenna - eCall (LHD) (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,21341012,Antenna - eCall (RHD) (Remove and Replace),Remove and Replace,1.74,1.74
NO,Model 3,7,30012423,M10 Bolt Torque Check,Inspection,0.1,0.1
NO,Model 3,7,31000200,Four Wheel Alignment (Camber Caster Add-On),Test/Adjust,0.65,0.65
NO,Model 3,7,31001500,EPAS Alignment Check,Test/Adjust,0.18,0.18
YES,Model 3,7,31002300,Four Wheel Alignment Check and Adjust,Test/Adjust,0.9,0.9
NO,Model 3,7,31010101601,Giorgi Test,Remove and Install,0.66,0.66
NO,Model 3,7,31010101602,Giorgi Test,Remove and Replace,0.66,0.66
NO,Model 3,7,31030102,Knuckle - Suspension - Rear - LH (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,7,31030202,Knuckle - Suspension - Rear - RH (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,7,31030602,Hub - Rear - RH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,31030702,Hub - Rear - LH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,31031102,Control Arm Assembly - Rear - Lower - LH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,31031202,Control Arm Assembly - Rear - Lower - RH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,31032012,Cover - Rear Suspension - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,31032022,Cover - Rear Suspension - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,31033102,Stabilizer Bar - Rear (Remove & Replace),Remove and Replace,0.48,0.48
YES,Model 3,7,31039000,Suspension - Rear (Check Torque),Test/Adjust,0.36,0.36
NO,Model 3,7,31153602,Damper - Rear - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,31153702,Damper - Rear - RH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,32010302,Tie Rod End - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,32010402,Tie Rod End - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,33010122,ECU - ABS Modulator (Heat Pump) (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model 3,7,33100102,ABS Modulator Assembly (Non-Heat Pump) (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model 3,7,33100112,ABS Modulator Assembly (Heat Pump) (Remove & Replace),Remove and Replace,2.76,2.76
NO,Model 3,7,33100202,ECU - ABS (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model 3,7,33100702,Sensor - Wheel Speed - ABS - Rear - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,33100802,Sensor - Wheel Speed - ABS - Rear - RH (Remove & Replace),Remove and Replace,0.24,0.24
YES,Model 3,7,34010105,Tire Rotation,Maintenance,0.3,0.3
YES,Model 3,7,34011302,Lug Nuts - Vehicle Set (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,34011402,Lug Nut Covers - Vehicle Set (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,34012402,Wheels - Axle Set (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,34012502,Wheel Sensor - TPMS - Rear - LH (Remove & Replace),Remove and Replace,0.24,0.24
YES,Model 3,7,34012902,Wheels - Vehicle - Set (Remove and Replace),Remove and Replace,1.56,1.56
YES,Model 3,7,34014005,Seasonal Wheel and Tire Set Swap (Already Built),Seasonal Swap,0.5,0.5
YES,Model 3,7,34014101,Tire Set - Vehicle - Swap (Not Already Built),Remove and Install,1.38,1.38
NO,Model 3,7,34015007,Wheel Disposal (Rework),Modify,0.06,0.06
NO,Model 3,7,34015011,Center Cap - Wheel (Remove and Replace),Remove and Replace,0.06,0.06
YES,Model 3,7,34015032,Cap - Wheel - Set (Remove & Replace),Remove and Replace,0.05,0.05
YES,Model 3,7,34015202,Wheel - Rear - LH (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model 3,7,34015222,Cover - Wheel - Rear - LH (Remove & Replace),Remove and Replace,0.06,0.06
YES,Model 3,7,34015302,Wheel - Rear - RH (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model 3,7,34015322,Cover - Wheel - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
YES,Model 3,7,34020010,Mobile Tire Service Performed,Modify,0.0,0.0
YES,Model 3,7,34020030,Mobile Tire Service Performed – Logistics,Tire Repair,0.0,0.0
NO,Model 3,7,34020105,Tire Rotation (Mobile Only),Maintenance,0.48,0.48
YES,Model 3,7,34020305,Tires - All Four (Balance),Rebalance,0.6,0.6
YES,Model 3,7,34020900,Check and Adjust Tire Pressure,Test/Adjust,0.05,0.05
YES,Model 3,7,34021202,Tire - Rear - LH (Remove & Replace),Tire Purchase,0.35,0.35
YES,Model 3,7,34021302,Tire - Rear - RH (Remove & Replace),Tire Purchase,0.35,0.35
YES,Model 3,7,34021605,Tires - Rear - Set,Tire Purchase,0.7,0.7
YES,Model 3,7,34021805,Tires - Vehicle - Set,Tire Purchase,1.15,1.15
YES,Model 3,7,34022015,Tire - Supplemental (Rebalance),Maintenance,0.18,0.18
YES,Model 3,7,34022205,Tire - Rear - LH (Road Force) (Balance),Tire Repair,0.2,0.2
YES,Model 3,7,34022225,Tire - Rear - LH (Balance),Rebalance,0.2,0.2
YES,Model 3,7,34022305,Tire - Rear - RH (Road Force) (Balance),Tire Repair,0.2,0.2
YES,Model 3,7,34022325,Tire - Rear - RH (Balance),Rebalance,0.2,0.2
NO,Model 3,7,34022425,Tires - Pair (Balance),Rebalance,0.3,0.3
YES,Model 3,7,34023208,Tire - Rear - LH (Repair),Tire Repair,0.72,0.72
YES,Model 3,7,34023308,Tire - Rear - RH (Repair),Tire Repair,0.72,0.72
NO,Model 3,7,34040402,Sensor - TPMS - Rear - LH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,34040502,Sensor - TPMS - Rear - RH (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model 3,7,34040602,Wheel Sensors - TPMS - Vehicle Set (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model 3,7,34041100,Module - TPMS (Sensor ID Learn),Test/Adjust,0.18,0.18
NO,Model 3,7,34041150,TPMS (Sensor ID Drive Learn),Test/Adjust,0.12,0.12
NO,Model 3,7,34041200,TPMS (BLE Sensor Learn),Test/Adjust,0.05,0.05
NO,Model 3,7,34041300,TPMS - Set Thresholds,Program,0.3,0.3
NO,Model 3,7,34041400,BLE TPMS (Update Configuration),Test/Adjust,0.05,0.05
NO,Model 3,7,34043002,Module - TPMS (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model 3,7,39019175,Replace Motor Oil (DM),Remove and Replace,1.38,1.38
NO,Model 3,7,40010102,Mount - Rear Drive Unit - RH (3DU) (Remove and Replace),Remove and Replace,1.92,1.92
NO,Model 3,7,4001020122,"Rear Drive Unit Assembly -Oil Filter,Synthetic,3DU",Remove and Replace,0.72,0.72
NO,Model 3,7,40010202,Mount - Rear Drive Unit - RH (4DU) (Remove and Replace),Remove and Replace,2.1,2.1
NO,Model 3,7,40011002,Drive Unit - Rear (Remove & Replace),Remove and Replace,4.08,4.08
NO,Model 3,7,40011012,Drive Unit - Rear (4DU) (Remove & Replace),Remove and Replace,4.08,4.08
NO,Model 3,7,40012002,Mount - Rear Drive Unit - LH (3DU) (Remove & Replace),Remove and Replace,1.92,1.92
NO,Model 3,7,40012012,Mount - Rear Drive Unit - LH (4DU) (Remove & Replace),Remove and Replace,2.1,2.1
NO,Model 3,7,40012202,Ground Strap - Rear Drive Unit (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model 3,7,40012537,Replace Motor Oil (RWD) ,Remove and Replace,1.74,1.74
NO,Model 3,7,40300202,Seal - Oil - Differential to Halfshaft Assembly - Rear Drive Unit - RH (Remove and Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,40300300300,Oil Pump Diagnostics,Diagnosis Only,0.42,0.42
NO,Model 3,7,40301002,Seal - Oil - Differential to Halfshaft Assembly - Rear Drive Unit - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,40301102,Seal - Axle - Rear Drive Unit - RH (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model 3,7,40302002,Halfshaft - Rear Drive Unit - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,40302102,Halfshaft  - Rear Drive Unit - RH (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model 3,7,40304602,Oil Pump - Rear Drive Unit (3DU) (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,40304642,Oil Pump - Rear Drive Unit (4DU) (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,40304802,Oil Filter - Rear Drive Unit (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,40305202,Heat Exchanger - Rear Drive Unit (Remove & Replace),Remove and Replace,1.68,1.68
NO,Model 3,7,40305232,Heat Exchanger - Rear Drive Unit (4DU) (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,44000134,HV Isolation Diagnostics,Diagnosis Only,2.6,2.6
NO,Model 3,7,44000144,HVIL Open Failure Diagnostics (Non-Heat Pump),Diagnosis Only,0.75,0.75
YES,Model 3,7,44000204,HVIL Diagnostics,Diagnosis Only,1.0,1.0
NO,Model 3,7,44010006,Charge Port Components (Harness Type to Busbar Type),Retrofit,0.48,0.48
NO,Model 3,7,44010012,Actuator - Door Assembly - Charge Port (NA) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,44010102,Sensor Target - Door - Charge Port (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model 3,7,44011502,Door Assembly - Charge Port (NA) (Remove and Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,44011601,Charge Port (NACS),Remove and Install,0.72,0.72
NO,Model 3,7,44011602,Charge Port (Busbar Type) (NACS),Remove and Replace,0.54,0.54
NO,Model 3,7,44011652,Charge Port (Busbar Type) (CCS),Remove and Replace,0.6,0.6
NO,Model 3,7,44012100,Charge Port Voltage Check,Test/Adjust,0.18,0.18
NO,Model 3,7,44012102,Carrier Assembly - Charge Port (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model 3,7,44012702,Charge Port (GB),Remove and Replace,0.54,0.54
NO,Model 3,7,44013102,Busbars - Charge Port to HV Battery (NACS) (Remove and Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,44013106,Busbars - Charge Port to HV Battery (Retrofit),Remove and Replace,1.98,1.98
NO,Model 3,7,44013112,Busbars - Charge Port to HV Battery (GB) (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,44013152,Busbars - Charge Port to HV Battery (CCS) (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,44013156,Charge Port and Busbar to HV Battery (3-Phase) (Retrofit),Remove and Replace,1.98,1.98
NO,Model 3,7,44013202,Release Cable - Charge Port (Remove & Replace),Remove and Replace,0.54,0.54
YES,Model 3,7,44013205,Charge Port - Manual Release of Cable,Maintenance,0.18,0.18
NO,Model 3,7,44014002,Latch Actuator - Charge Port (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,44015002,ECU - Charge Port (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model 3,7,44015102,Safety Cap - Busbar - Charge Port to HV Battery (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model 3,7,44015106,ECU - Charge Port (Combo Adapter) (Retrofit),Retrofit,0.24,0.24
NO,Model 3,7,4450010072,HV Harness - A/C Compressor,Remove and Replace,0.72,0.72
NO,Model 3,7,44500502,Charge Port and HV Harness Assembly (NACS),Remove and Replace,0.84,0.84
NO,Model 3,7,44501102,HV Harness Assembly - Charge Port to HV Battery (Three-Phase) (Remove and Replace),Remove and Replace,0.84,0.84
NO,Model 3,7,44501302,Harness - Center Ski to A/C Compressor (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,44501402,AC Cable - Charge Port to HV Battery (3-Phase) (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model 3,7,44501406,AC Cable - Charge Port to HV Battery (3-Phase) (Retrofit),Retrofit,0.48,0.48
NO,Model 3,7,44501802,AC Cable - Charge Port to HV Battery (GB),Remove and Replace,0.48,0.48
NO,Model 3,7,44502202,HV Harness - HV Battery to Rear Drive Unit (3DU) (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model 3,7,44502222,HV Harness - HV Battery to Rear Drive Unit (4DU) (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model 3,7,44503002,Harness - HV Battery to PTC Heater and A/C Compressor (RWD) (Remove & Replace) ,Remove and Replace,1.5,1.5
NO,Model 3,7,44503012,HV Harness - HV Battery to PTC Heater and A/C Compressor (Dual Motor) (Remove and Replace),Remove and Replace,2.04,2.04
NO,Model 3,7,44508569,Harness - A/C Compressor (Remove & Replace),Remove and Replace,0.72,0.72
YES,Model 3,7,46010100004,Diagnosis: Coolant Leak,General Diagnosis,0.5,0.5
YES,Model 3,7,50010003,Firmware Update - Mobile Connector,Module Reset/Reflashed,0.1,0.1
YES,Model 3,7,50010102,Mobile Connector - UMC (Remove & Replace),Remove and Replace,0.0,0.0
NO,Model 3,7,50020102,Fuses - Wall Connector (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model 3,7,50020402,Cover - Wall Connector (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model 3,7,50020702,Wall Connector (Remove & Replace),Remove and Replace,0.84,0.84
YES,Model 3,7,50022002,Handle and Cable Assembly - 80A Wall Connector (Remove & Replace),Remove and Replace,0.48,0.48
YES,Model 3,7,50024002,Handle and Cable Assembly - 40A Wall Connector (Remove & Replace),Remove and Replace,0.48,0.48
YES,Model 3,7,61013108,Equip Tire Repair Kit,General diagnosis conclusion,0.0,0.0
YES,Model 3,7,7000005,Mobile Tire Dispatch Fee,Fee,0.01,0.01
YES,Model 3,7,70000105,Third Party Transport,Sublet,1.2,1.2
YES,Model 3,7,7000030,Parts Not Available - Add to future service visit. ,General diagnosis conclusion,0.0,0.0
YES,Model 3,7,70000305,Miscellaneous Labor,Fee,0.0,0.0
YES,Model 3,7,70002005,Non-Tesla (Rental),Sublet,0.0,0.0
YES,Model 3,7,70003805,Tesla Airport Service,Fee,1.2,1.2
YES,Model 3,7,7000405,Vehicle Storage,Fee,0.0,0.0
YES,Model 3,7,70004205,No Labor Performed - Unable to Perform via Mobile Service,General diagnosis conclusion,0.0,0.0
YES,Model 3,7,70004505,No Labor Performed - Part Replaced,Repair,0.0,0.0
YES,Model 3,7,70005700,Scrap Part Sale Over the Counter,Test/Adjust,0.0,0.0
YES,Model 3,7,70005805,Payment Collection Required,Fee,1.2,1.2
YES,Model 3,7,70008009,Additional Work Required - Corrosion Present,Maintenance,0.5,0.5
YES,Model 3,7,70020305,Upholstery - Sublet,Sublet,0.0,0.0
NO,Model 3,7,70020306,Vehicle Wrap – Color Film (Repair),Sublet,0.0,0.0
YES,Model 3,7,70020805,Glass Repair / Replacement  - Sublet,Sublet,0.0,0.0
NO,Model 3,7,70021015,Tesla Bodyshop Fascia Repair - Sublet,Sublet,0.0,0.0
NO,Model 3,7,70021025,Tesla Bodyshop Door Repair - Sublet,Sublet,0.0,0.0
NO,Model 3,7,70021055,Tesla Bodyshop Hood / Rear Trunk Repair - Sublet,Sublet,0.0,0.0
